"rel_type","child_part_num","parent_part_num"
"P","32533pb485","32533"
"P","973pb0837","3814"
"P","973pb1392","3814"
"P","973pdd","3814"
"P","3004p0b","3004"
"P","973pb1340","3814"
"P","3626cpr1801","3626c"
"P","3626cpr1802","3626c"
"P","970c00pr0960","970c00"
"P","970c15pr0961","970c00"
"P","3626cpr1807","3626c"
"P","973pr3177c01","973c00"
"P","3626cpr1808","3626c"
"P","973pr3175c01","973c00"
"P","973pr3176c01","973c00"
"P","970c00pr0962","970c00"
"P","3626cpr1810","3626c"
"P","44375apr01","44375a"
"P","973pr3174c01","973c00"
"P","3626cpr1809","3626c"
"P","3070bpr0152","3070b"
"P","3626bpaa","3626b"
"P","75902pr0007","75902"
"P","18675pr0004b","18675"
"P","3626bpr0499","3626b"
"A","63082","3730"
"P","3011pr0013","3011"
"P","3626bp6f","3626b"
"P","10p01","10"
"P","3037ps1","3037"
"P","91884pr0004","91884"
"P","3298pb016","3298"
"P","973pr2436c01","973c00"
"P","2446pb03","2446"
"P","970c00pr0235","970c00"
"P","3070bpf3","3070b"
"P","11233pr0005","11233"
"P","3068bpb0061","3068b"
"P","970c00pr0261","970c00"
"P","3068bpb0093","3068b"
"P","3626bpr1059","3626b"
"P","3626cpr1188","3626c"
"P","970c00pr0930","970c00"
"P","3068bp54","3068b"
"P","3626cpr1502","3626c"
"P","3626bpr0655","3626b"
"P","3069bpr0106","3069b"
"T","50899pat01","50899"
"P","3437pb014","3437"
"P","4181p03","4181"
"P","3626bpr0687","3626b"
"P","99257pr0001","99257"
"P","3626cpr1773","3626c"
"P","3626cpr1567","3626c"
"P","3626bpr0441","3626b"
"P","973pr2851c01","973c00"
"P","3626cpr1572","3626c"
"P","973pr2854c01","973c00"
"P","98138pr0087","98138"
"P","970c00pr0775","970c00"
"P","970c09pr0766","970c00"
"P","98603s02pr0014","98603"
"P","15068pr0030","15068"
"P","973pr2919c01","973c00"
"P","3068bp16","3068b"
"P","973pr2918c01","973c00"
"P","973pr2933c01","973c00"
"P","973pr1797c01","973c00"
"P","973pr2929c01","973c00"
"P","3626cpr1622","3626c"
"P","973bpb158","973b"
"P","98342pr05","98342"
"P","11055pr0011","11055"
"P","3626cpr2402","3626c"
"P","973pr2711c01","973c58"
"P","3846pr20","3846"
"P","98151pr0001","98151"
"P","11153pr0001","11153"
"P","11153pr0002","11153"
"P","3010pb001","3010"
"P","3626cpr2403","3626c"
"P","4066pb162","4066"
"P","19903pr0001","19903"
"P","973pr4031c01","973c00"
"P","3010p12","3010"
"P","3010p13","3010"
"P","15284pr0001","15284"
"P","3961pr0001b","3961"
"P","98603s02pr0013","98603"
"P","42602px02","42602"
"P","3068bpr0254","3068b"
"P","16816pr0001b","16816"
"P","90638pr0001","90638"
"P","19680pr0001","19680"
"P","15496pr0001","15496"
"P","4162pr0042","4162"
"P","98165pr0002","98165"
"P","3900pb02","3900"
"P","30366px3","30366"
"P","973pb1218","3814"
"P","973pr4030c01","973c00"
"P","973pa3","3814"
"P","973pb1045","3814"
"P","973pb0242","3814"
"P","60601pr0001","60601"
"P","18675pr0005","18675"
"P","15627pr0009","15627"
"P","92456pr0111c01","92456c01"
"M","57796","32074c02"
"P","42602pb05","42602"
"P","92815pr0004c01","92815"
"P","3626bp68","3626b"
"P","4864bpr0001","4864b"
"A","bslot01a","3004"
"P","3626bpr0542","3626b"
"P","3626bpr448","3626b"
"P","42061pr0003","42061"
"P","970c00pr0276","970c00"
"P","3626bpb0010","3626b"
"P","30261p05","30261"
"P","3626bpb0018","3626b"
"P","3626bpb0191","3626b"
"P","3626bpb0431","3626b"
"P","3626bpr0703","3626b"
"P","44375apr03","44375a"
"P","30474pb05","30474"
"P","970c00pb168","970c00"
"P","3626bph1","3626b"
"P","3070bpr0068","3070b"
"P","973pr1588c01","973c00"
"P","3626bpr0653","3626b"
"P","91884pr0001","91884"
"P","41747pb017","41747"
"P","50899pr0002","50899"
"P","3245bpx4","3245b"
"P","4162pr0011","4162"
"P","30259p05","30259"
"P","3626bpao","3626b"
"P","31001pr0001","31001"
"P","30144pb038","30144"
"P","3008apb10","3008a"
"P","99257pr0002","99257"
"P","98341pr01","98341"
"P","970c10pr0780","970c00"
"P","6092px1","6092"
"P","3626bpr0827","3626b"
"P","3004ph1","3004"
"P","970c00pb104","970c00"
"P","3626cpr1601","3626c"
"P","973pr2905c01","973c00"
"P","3626bpr0464","3626b"
"P","3626bpr0488","3626b"
"P","973pr2869c01","973c00"
"P","3626cpr1602","3626c"
"P","649pb07","649"
"P","970c10pr0803","970c00"
"P","2490px3","2490"
"P","973pr1798c01","973c00"
"P","48995pb07","48995"
"P","98133pr0016","98133"
"P","48995pr0004","48995"
"P","20149pr0001","20149"
"P","973pr1957c01","973c00"
"P","973pr2946c01","973c00"
"P","44375apr02","44375a"
"P","973pr2945c01","973c00"
"P","3626cpr1634","3626c"
"P","3626cpr1633","3626c"
"P","3626cpr1632","3626c"
"P","973pr2944c01","973c00"
"P","3005ptsb","3005"
"P","970x028pr0822","970c00"
"P","970c00pr1523","970c00"
"P","3961pr0002","3961"
"P","3003p10","3003"
"P","3245cpr0001","3245c"
"P","973pr2710c01","973c58"
"P","98603s02pr0015","98603"
"P","93556pr0003","93556"
"P","3626cpr1248","3626c"
"P","4162pr0020","4162"
"P","3068bpr0249","3068b"
"P","3664pb12","3664"
"P","3069bpr0141","3069b"
"P","15496pr0002","15496"
"P","973pr9929c01","973c00"
"P","98165pr0001","98165"
"P","973pr1","3814"
"P","973p7s","3814"
"P","3626bpr0656","3626b"
"P","973p85","3814"
"P","90638pr0003","90638"
"P","3821ps1","3821"
"P","18675pr0006","18675"
"P","x50px2","30380"
"P","3626cpr1765","3626c"
"P","3846p48","3846"
"P","92747pr0002","92747"
"P","3069bpr0153","3069b"
"P","973pr3143c01","973c00"
"P","3626cpr1777","3626c"
"P","970c00pr0917","970c00"
"P","973pr3108c01","973c00"
"P","970c00pr0921","970c00"
"P","3626bpaz","3626b"
"P","970c00pr0920","970c00"
"P","3626cpr1729","3626c"
"P","973pr3118c01","973c00"
"P","3626cpr1737","3626c"
"P","3626bpr0803","3626b"
"P","3626cpr1725","3626c"
"P","970c00pb021","970c00"
"P","3626cpr1733","3626c"
"P","3626cpr1732","3626c"
"P","970c05pr0914","970c00"
"P","973pr3113c01","973c00"
"P","973pr3116c01","973c00"
"P","970c00pr0912","970c00"
"P","970c00pr0919","970c00"
"P","973pr3122c01","973c00"
"P","970c00pb030","970c00"
"P","3626cpr1726","3626c"
"P","970c00pr0913","970c00"
"P","3037ps2","3037"
"P","973pr3112c01","973c00"
"P","970c00pr0922","970c00"
"P","970c00pr0918","970c00"
"P","973pr3121c01","973c00"
"P","3005pb013","3005"
"P","3626cpr0725","3626c"
"P","90639pr0006","90639"
"P","973pb0274c01","973c00"
"P","973pb0275c01","973c00"
"P","3626bpr0829","3626b"
"P","3068bpb0087","3068b"
"P","30602pb016","30602"
"P","41748pb018","41748"
"P","973pr1502c01","973c00"
"P","973pr1208c01","973c00"
"P","973pr1246c01","973c00"
"P","6179pr0007b","6179"
"P","98603s02pr0016","98603"
"P","970c00pr0377","970c00"
"P","3068bpr0252","3068b"
"P","16816pr0001a","16816"
"P","4066pb242","4066"
"P","90638pr0002","90638"
"P","3626bp3k","3626b"
"P","973paf","3814"
"P","3069bpr0105","3069b"
"P","973pb0305","3814"
"P","4345bp03","4345b"
"P","85984pr0002","85984"
"P","973pr2921c01","973c00"
"P","777p10","777"
"P","973pr4317c01","973c00"
"P","973pr2920c01","973c00"
"P","973pb0539","3814"
"P","95342pr0001","95342"
"P","2431pr0077","2431"
"M","76371","4066"
"P","93556pr0001","93556"
"P","4162pr0032","4162"
"P","970c00pr0704","970c00"
"P","92456pr0039c01","92456c01"
"P","973pr2345c01","973c00"
"P","92456pr0036c01","92456c01"
"P","92456pr0046c01","92456c01"
"P","92456pr0051c01","92456c01"
"P","92456pr0013c01","92456c01"
"P","92456pr0026c01","92456c01"
"P","3005p02","3005"
"P","92456pr0049c01","92456c01"
"P","92456pr0024c01","92456c01"
"P","92456pr0011c01","92456c01"
"P","92456pr0015c01","92456c01"
"P","92456pr0019c01","92456c01"
"P","92456pr0047c01","92456c01"
"P","3004p05","3004"
"P","92456pr0025c01","92456c01"
"P","92456pr0031c01","92456c01"
"P","92456pr0048c01","92456c01"
"P","92747pr0003","92747"
"P","92456pr0027c01","92456c01"
"P","92456pr0005c01","92456c01"
"P","4066pb088","4066"
"P","4209p02c02","4209"
"P","92456pr0022c01","92456c01"
"P","92456pr0003c01","92456c01"
"P","973pr1582c01","973c00"
"P","63871pb01","63871"
"P","92456pr0040c01","92456c01"
"P","92456pr0030c01","92456c01"
"P","92456pr0032c01","92456c01"
"P","3068bp69","3068b"
"P","973pr2064c01","973c00"
"P","973pr9928c01","973c00"
"P","31213pb06","31213"
"P","92456pr0061c01","92456c01"
"P","92456pr0062c01","92456c01"
"P","2587pb03","2587"
"P","92456pr0063c01","92456c01"
"P","973pr3120c01","973c00"
"P","973pr3114c01","973c00"
"P","973pr3119c01","973c00"
"P","973pr3117c01","973c00"
"P","33289px1","33289"
"P","3004pr0007","3004"
"P","3846p4d","3846"
"P","3069bph0","3069b"
"P","3011pr0008","3011"
"P","6309pb015","6309"
"P","14273pr0002","14273"
"P","3070bpr0145","3070b"
"P","3626cpr0961","3626c"
"P","3626bpr0877","3626b"
"P","63864pr0013","63864"
"P","3069bpr0210","3069b"
"P","973pb0277c01","973c00"
"P","973pb0279c01","973c00"
"P","973pb0027c01","973c00"
"P","973pb0281c01","973c00"
"P","973pb0282c01","973c00"
"P","973pb0282c02","973c00"
"P","3626bpr0869","3626b"
"A","bslot01a","3065"
"P","973pr0480c01","973c00"
"M","16816","99257"
"P","98342pr0002","98342"
"P","3003pb067","3003"
"P","98603s01pr0004","98603"
"P","clikits086pb03","clikits086"
"P","973pr2373c01","973c00"
"P","47544pr0001","47544"
"P","3010pr0003","3010"
"P","3626cpr1603","3626c"
"P","973pr2384c01","973c00"
"P","970c00pr0804","970c00"
"P","3626bpr0453","3626b"
"P","3626bpr0553","3626b"
"P","973pr2858c01","973c00"
"P","4066pb411","4066"
"P","970c00pr0777","970c00"
"P","3626bpr0698","3626b"
"P","973pr2906c01","973c00"
"P","3626bpx74","3626b"
"P","973pr2863c01","973c00"
"P","3626bpr0713","3626b"
"P","2362ap54","2362a"
"P","4150px3","4150"
"M","bslot02b","bslot02"
"P","3626bpr0715","3626b"
"P","3626bpr1031","3626b"
"P","973pr2385c01","973c00"
"P","4162pr0036a","4162"
"P","3068bpx29","3068b"
"P","3629pw1","3629"
"P","3626cpr1570","3626c"
"P","970c15pr0515","970c00"
"P","970c00pr0173","970c00"
"P","6179pr39","6179"
"P","15308pr0002","15308"
"P","3626cpr1222","3626c"
"P","3626cpr1227","3626c"
"M","bslot02b","bslot02a"
"P","98138pr0091","98138"
"P","4744px6","4744"
"P","973pr2924c01","973c00"
"P","970c00pr0210","970c00"
"P","970c00pr0293","970c00"
"P","973pr2923c01","973c00"
"P","31110pr0016","31110"
"P","32171pb060","32171"
"P","93556pr0002","93556"
"P","973pr2387c01","973c00"
"P","4162pr0033","4162"
"P","3068bpx5","3068b"
"P","3068bpr0248","3068b"
"P","85984pr0003","85984"
"P","3068bpr0253","3068b"
"P","30603pb03","30603"
"P","2335p01","2335"
"P","90398pr0016","90398"
"P","98603s02pr0018","98603"
"P","98071pr0011","98071"
"P","98065pr0006","98065"
"P","973pb0627","3814"
"P","98603s02pr0017","98603"
"P","19981pr0007","19981"
"P","776p08","776"
"P","3298p01","3298"
"P","92747pr0004","92747"
"P","970c00pr0916","970c00"
"P","3005ptjb","3005"
"P","3626cpr1815","3626c"
"P","970c00pr0915","970c00"
"P","2431pb002","2431"
"P","3626cpr1735","3626c"
"P","3626cpr1734","3626c"
"P","3626cpr1736","3626c"
"P","973pr3111c01","973c00"
"P","2336p36","2336"
"P","3626cpr1727","3626c"
"P","973pr3110c01","973c00"
"P","3626cpr1730","3626c"
"P","3626cpr1731","3626c"
"P","3626cpr1728","3626c"
"P","19981pr0012","19981"
"P","19981pr0026","19981"
"P","3622pr0011","3622"
"P","3623pr0011","3623"
"P","3068bpr0251","3068b"
"P","14769pr1008","14769"
"P","93556pr0004","93556"
"T","50934pat0001","50934"
"T","60906pat0001","60906"
"P","3069bpr0154","3069b"
"P","87079pr0082","87079"
"P","20690pr0001","20690"
"P","3070bpf0","3070b"
"P","3626bpr0753a","3626b"
"P","3626cpr0744","3626c"
"P","6179pr0006b","6179"
"P","3297px3","3297"
"P","51547pr0009","51547"
"P","11818pr0004","11818"
"P","6179pr48","6179"
"P","3626bpr0716","3626b"
"P","11129pr0008","11129"
"P","3037ps0","3037"
"P","19981pr0025","19981"
"P","3626cpr9904","3626c"
"P","3626bpr0780","3626b"
"P","43702pr0001","43702"
"P","98133pr0013","98133"
"P","3626bpr0779","3626b"
"P","3437pb021","3437"
"P","55095pr0001","53565"
"P","3626bpr1024","3626b"
"P","15308pr0001","15308"
"P","93091pr0005","93091"
"P","970c00pr0179","970c00"
"P","61286pr0002","61286"
"P","6309p0w","6309"
"P","10124pr0001","10124"
"P","970c00pb017","970c00"
"P","973pr1729c01","973c00"
"P","92747pr0005","92747"
"P","3245cpr0002","3245c"
"A","19084","31445"
"P","30138pb01","30138"
"P","50948pb02","50948"
"P","92456pr0067c01","92456c01"
"P","98065pr0005","98065"
"P","3006pr007","3006"
"P","98065pr0001","98065"
"P","12892pr0001","12892"
"P","98065pr0002","98065"
"P","973pb0012","3814"
"P","973psv","3814"
"P","6213pb07","6213"
"P","28849pr0041","28849"
"P","973pb0035","3814"
"P","973pb0052","3814"
"P","973pb0577","3814"
"P","19981pr0020","19981"
"P","19981pr0029","19981"
"P","3626cpr1772","3626c"
"P","15068pr0031","15068"
"P","973pr3147c01","973c00"
"P","973pr3148c01","973c00"
"P","973pr3146c01","973c00"
"T","50934pat0002","50934"
"P","50747pr0006","50747"
"T","60908pat0002","60908"
"P","87079pr0081","87079"
"P","21042pr0001","21042"
"M","93058b","93058"
"P","3961px2","3961"
"P","3626bpb0175","3626b"
"P","13195pr0001","13195"
"P","3626cpr1084","3626c"
"P","3069bpr0107","3069b"
"P","4740pr0007","4740"
"P","30370pr0004","30370"
"P","98223pr0001","98223"
"P","973pr2439c01","973c00"
"P","98138pr0057","98138"
"P","87079pr0115","87079"
"P","973pb0283c01","973c00"
"P","973pb0284c01","973c00"
"P","18895pr03","18895"
"P","3626cpr2140","3626"
"P","4066pb359","4066"
"P","970c00pb119","970c00"
"P","973pb0285c01","973c00"
"P","973pb0286c01","973c00"
"P","3005pt8b","3005"
"P","973pb0287c01","973c00"
"P","973pb0289c01","973c00"
"P","3626bpr0842","3626b"
"P","3626bpr0844","3626b"
"P","3070bps0","3070b"
"P","973pr2077c01","973c00"
"P","30250pr01","30250"
"P","3960pb004","3960"
"P","x66px8","x66"
"P","4150pr0011b","4150"
"P","970c00pr0405","970c00"
"P","970d29pb01","970c00"
"P","30602pb021","30602"
"P","3069bp02","3069b"
"P","973pr2855c01","973c00"
"P","970c00pr0774","970c00"
"P","970c00pr0773","970c00"
"P","973pr2856c01","973c00"
"P","6890pb01c01","6890"
"P","970c00pr0333","970c00"
"P","973pr1808c01","973c00"
"P","973pr2901c01","973c00"
"P","3626cpr2555","3626c"
"P","19981pr0031","19981"
"P","33009pr0010","33009"
"P","11217pr0011","11217"
"P","44375apr0008","44375a"
"P","92747pr0006","92747"
"P","10154pr0001","10154"
"P","3069bpb041","3069b"
"P","970c00pb012","970c00"
"P","30370pr0003","30370"
"P","87079pr0065","87079"
"P","973pr2438c01","973c00"
"M","93227","30138"
"P","92456pr0068c01","92456c01"
"P","32533pb234","32533"
"P","973pb1310","3814"
"P","973pb0424","3814"
"P","3678bpr0050","3678b"
"P","973pr3132c01","973c00"
"P","33013pb03","33013"
"P","970c00pr0928","970c00"
"P","3626cpr1774","3626c"
"P","12894pr0001","12894"
"P","4150pb026","4150"
"T","60914pat0001","60914"
"P","3010p11","3010"
"P","3009pb009","3009"
"P","28849pr0042","28849"
"P","20691pr0002","20691"
"P","970c15pr0966","970c00"
"P","608p03","608"
"P","92456pr0017c01","92456c01"
"P","3626bpr0923","3626b"
"P","30600pb05","30600"
"P","92456pr0106c01","92456c01"
"P","973pr2076c01","973c00"
"P","970c00pr0982","970c00"
"P","970c00pr1006","970c00"
"P","973pr3184c01","973c00"
"P","970c00pr1107","970c00"
"P","973pr3187c01","973c00"
"P","3626cpr1814","3626c"
"P","973pr3186c01","973c00"
"P","3626cpr1811","3626c"
"P","970c00pr1005","970c00"
"P","3626cpr1106","3626c"
"P","973pr3185c01","973c00"
"P","3011pr0011","3011"
"P","3068bp02","3068b"
"P","3010pb013","3010"
"P","3626cpr0807","3626c"
"P","3626cpr2556","3626c"
"P","4744pb05","4744"
"P","3626bpa2","3626b"
"P","3005ptxs","3005"
"P","2586pw1","2586"
"P","3070bpr0075","3070b"
"P","973pb0028c01","973c00"
"P","973pb0290c01","973c00"
"P","973pb0291c01","973c00"
"P","973pb0292c01","973c00"
"P","973pb0293c01","973c00"
"P","973pb0294c01","973c00"
"P","973pb0295c01","973c00"
"P","973pb0296c01","973c00"
"P","973pb0297c01","973c00"
"P","973pb0298c02","973c00"
"P","973pb0299c01","973c00"
"P","973pr1667c01","973c00"
"P","973pr1289c01","973c00"
"P","3626bpr0731","3626b"
"P","11818pr0002","11818"
"P","970c00pr0462","970c00"
"P","3626bpr0569","3626b"
"P","973pr2887c01","973c00"
"P","973pr2885c01","973c00"
"P","3069bpr0142","3069b"
"P","3626cpr1620","3626c"
"T","41671pat0002","41671"
"P","98067pr0001","98067"
"P","973pb0929","3814"
"P","98133pr0011","98133"
"P","973pr1819c01","973c00"
"P","970c00pr0815","970c00"
"P","973pr2917c01","973c00"
"T","19859pat0002","19859"
"P","3626cpr1617","3626c"
"P","973p90","3814"
"P","6179pr0012","6179"
"P","2336p68","2336"
"P","93227pr0001","93227"
"P","973pb0681","3814"
"P","973pr1876c01","973c00"
"T","60915pat0001","60915"
"P","17018pr0001","17018"
"P","clikits028pb02","clikits028"
"P","973pr2109c01","973c00"
"P","3010p31","3010"
"P","92456pr0069c01","92456c01"
"P","92456pr0070c01","92456c01"
"P","3626bpr0511","3626b"
"P","15875pr0007c01","15875"
"P","970d20pr0817","970c00"
"P","3069bpr0155","3069b"
"P","61856p40","61856"
"P","20691pr0003","20691"
"P","30287pr04","30287"
"P","10164pr0001","10164"
"P","4744pb07","4744"
"P","30156px4","30156"
"P","3005ptds","3005"
"P","20596pr0001","20596"
"P","12891pr0001","12891"
"P","92456pr0108c01","92456c01"
"P","87561pr01","87561"
"P","970c00pr1498","970c00"
"P","970c00pr1109","970c00"
"P","3003pr0001","3003"
"P","13767pr0001","13767"
"T","15358pat0001","15358"
"P","3846p4g","3846"
"T","15376pat01","15376"
"P","3626bp35","3626b"
"P","2335px10","2335"
"P","3822ps1","3822"
"P","973pr3528c01","973c00"
"P","15424pr0001","15424"
"T","15864pat01","15864"
"T","11302pat0001","11302"
"P","11203pr0010","11203"
"P","970c00pr0354","970c00"
"P","30259p06","30259"
"P","970c00pr1111","970c00"
"P","973pr3542c01","973c00"
"P","973pr4008c14","973c00"
"P","973pr3538c01","973c00"
"P","95330pr0001","95330"
"P","6256pr0001","6256"
"P","973pb0168c01","973c00"
"P","3626cpr2027","3626c"
"P","3626cpr2029","3626c"
"P","6213px3","6213"
"P","3068bpr0206","3068b"
"P","43898px1","43898"
"P","3069bps4","3069b"
"P","2446pb10","2446"
"P","3070bpr0102","3070b"
"P","3678bpr0014a","3678b"
"P","3626cpr0958","3626c"
"P","973pr4246c01","973c00"
"P","3626bpb0033","3626b"
"P","973pb0029c01","973c00"
"P","973pb0302c01","973c00"
"P","973pb0303c01","973c00"
"P","973pb0306c01","973c00"
"P","973pb0309c01","973c00"
"P","30602pb003","30602"
"P","3626bpr0515a","3626b"
"P","3846pb16","3846"
"P","19981pr0001","19981"
"P","3626bpr0443","3626b"
"P","3068bpb0187","3068b"
"P","54094pr01","54094"
"P","3009apb64d","3009a"
"P","3001pb059","3001"
"P","3069bps3","3069b"
"P","3005pr0002","3005"
"P","98603s01pr0007","98603"
"P","16659pr0005","16659"
"P","973pb2285c01","973c00"
"P","3069bpr0007","3069b"
"P","973pr2862c01","973c00"
"P","3626cpr1571","3626c"
"P","973pr2902c01","973c00"
"P","2490pb05","2490"
"P","30102p01","30102"
"P","30370ps5","30370"
"P","3645p02","3645"
"P","30378pr0004","30378"
"P","3626cpr1574","3626c"
"P","970c00pr0772","970c00"
"P","973pr2875c01","973c00"
"T","19859pat0004","19859"
"P","973pr2859c01","973c00"
"P","4162pr0017","4162"
"P","973pr2860c01","973c00"
"P","970c00pr0771","970c00"
"P","970c09pr0802","970c00"
"P","973pq2","3814"
"P","973pq3","3814"
"P","973psz","3814"
"P","50231pb002","50231"
"P","973pb0103","3814"
"P","3009pb104r","3009"
"P","973pb0024","3814"
"P","60603pr0003","60603"
"P","41671pb03","41671"
"P","3005ptg","3005"
"P","6069ps1","6069"
"P","973pr4247c01","973c00"
"P","20691pr0001","20691"
"P","92943pr0001","92943"
"P","3069bp55","3069b"
"P","x172px1","x172"
"P","30287pr01","30287"
"P","11331pr0001","11331"
"P","4864apt4","4864a"
"P","13196pr0001","13196"
"P","20596pr02","20596"
"P","11778pr01","11778"
"P","6251pr0001","6251"
"P","3678bpr0051","3678b"
"P","92456pr0071c01","92456c01"
"P","14290pr0001","14290"
"P","3297px14","3297"
"P","92254pr0001","92254"
"P","14397pr0001","14397"
"P","3626cpr2022","3626c"
"P","15489pr0001","15489"
"P","973pr3514c01","973c00"
"P","973pr3515c01","973c00"
"P","13787pr0002","13787"
"P","3069bpx36","3069b"
"P","4066pb229","4066"
"P","970c00pr1121","970c00"
"P","970c00pr1105","970c00"
"P","970c00pr1106","970c00"
"P","11344pr0001","11344"
"P","973pr1770c01","973c00"
"P","48995pb02","48995"
"P","6099p01","6099"
"P","3626bps7","3626b"
"P","970d03pr0115","970d03"
"P","3039pb024","3039"
"P","2446pb14","2446"
"P","3626cpr0959","3626c"
"P","3626bpr1092","3626b"
"P","3626bpr1027","3626b"
"P","3626bpx33","3626b"
"P","4215bpx1","4215b"
"P","3626bpr1052","3626b"
"P","973pr2880c01","973c00"
"P","973pr2879c01","973c00"
"P","970c00pr0175","970c00"
"P","649p01b","649"
"P","970c00pr0457","970c00"
"P","3626bpdg","3626b"
"P","3008pb056","3008"
"P","28849pr0043","28849"
"P","19981pr0002","19981"
"P","98071pr0006","98071"
"P","973pr2900c01","973c00"
"P","3626cpr1584","3626c"
"P","973psh","3814"
"T","19859pat0011","19859"
"P","970c00pr1120","970c00"
"P","43898pr1001","43898"
"P","93591pr0017","93591"
"P","3003pb071","3003"
"M","19888","50231"
"P","98138pr0111","98138"
"P","3068bpr0245","3068b"
"P","93228pr0001","93228"
"P","30144pb002","30144"
"P","87748pr0006","87748"
"A","3943b","3943a"
"P","4162pb018","4162"
"T","11302pat0003","11302"
"P","48933pb03","48933"
"P","3626bpx71","3626b"
"P","12607ass02pr04","12607"
"P","12607ass02pr03","12607"
"P","12607ass03pr01","12607"
"P","12607ass03pr03","12607"
"P","12607ass03pr04","12607"
"P","12607ass04pr01","12607"
"P","12607ass04pr02","12607"
"P","12607ass04pr03","12607"
"P","12607ass04pr04","12607"
"P","12607ass01pr03","12607"
"P","3068bpr0161","3068b"
"P","93060pr0006","93060"
"P","3009pr0002","3009"
"P","3626bp42","3626b"
"P","12607ass01pr04","12607"
"P","44375px1","44375a"
"M","18738","30193"
"P","32533pb663","32533"
"P","93060pr0007","93060"
"P","30647pb02","30647"
"P","973pr2789c01","973c00"
"P","3626cpr1517","3626c"
"P","3626cpr1518","3626c"
"A","32556","6558"
"P","15359pr0001","15359"
"P","15359pr0002","15359"
"P","4864bpx3","4864b"
"P","32533pb116","32533"
"P","15359pr0003","15359"
"M","20302","6427"
"P","4345bp03c01","4345b"
"P","30367bpr01","30367b"
"A","11955","10928"
"P","30296px1","30296"
"M","89201","30648"
"P","3070bpr0149","3070b"
"A","4868b","4868a"
"P","93219pr0001","93219"
"P","3036oldpb02","3036a"
"P","3626bpr0654","3626b"
"P","973pr1771c01","973c00"
"P","72326pr0001","72326"
"P","18852pr0001","18852"
"P","30370ps2","30370"
"P","19981pr0003","19981"
"P","3068bpb0414","3068b"
"P","973pr1390c01","973c00"
"P","98071pr0005","98071"
"P","970c00pr0159","970c00"
"P","15427pr0002","15427"
"P","973pb1517c01","973c00"
"P","85984pr0001","85984"
"P","973pb0733","3814"
"P","4744px16","4744"
"P","3001pb047","3001"
"P","98341pr0001","98341"
"P","973pb2287c01","973c00"
"P","30271px2","30271"
"P","41671pb04","41671"
"P","973pb1188","3814"
"P","973pb0238","3814"
"T","93549pat05","93549"
"P","98153pr0003","98153"
"P","973pr2596c01","973c00"
"P","970c00pr0761","970c00"
"P","20691pr0004","20691"
"P","3009pb103","3009"
"P","973pr2846c01","973c00"
"P","3010p15","3010"
"P","30287pr02","30287"
"P","3626cpb1537","3626c"
"P","86500pr0001b","86500"
"P","87613pr0002","87613"
"P","712apb01","712a"
"P","93591pr0002","93591"
"P","970c00pr0768","970c00"
"P","973pr2941c01","973c00"
"P","28849pr0044","28849"
"P","973pr2940c01","973c00"
"P","4066pb085","4066"
"P","3626cpr1626","3626c"
"P","973pr1845c01","973c00"
"P","973pr2939c01","973c00"
"P","3626cpr1625","3626c"
"M","clikits038","51509"
"P","3626cpr1627","3626c"
"P","98119pr0001","98119"
"P","973pr2825c01","973c00"
"P","973pr2826c01","973c00"
"P","13197pr0001","13197"
"M","11399","47998"
"P","93557pr0001","93557"
"P","11777pr01","11777"
"P","72326pr0002","72326"
"P","18895pr01","18895"
"P","11055pr0012","11055"
"P","3626bpr0946","3626b"
"P","3069bpr0156","3069b"
"P","98608pr01","98608"
"P","6239px5","6239"
"P","3068bpr0280","3068b"
"P","13757pr0001","13757"
"P","4066pb177","4066"
"P","15359pr0004","15359"
"T","15851pat01","15851"
"P","15679pr0001","15679"
"P","3005pts","3005"
"P","2359p02","2359"
"P","973pr2081c01","973c00"
"P","30367bpr0007a","30367b"
"P","40380c01pb01","40380c01"
"P","973pr2079c01","973c00"
"P","95351pr0005","95351"
"P","30477px1","30477"
"P","85863pr0001","85863"
"P","3003p02","3003"
"P","44341pr02","44341"
"P","x375pb01","x375"
"P","42022pb06","42022"
"P","4858pb03","4858"
"P","56659","x1817"
"P","2446pb16","2446"
"P","3024pr0008","3024"
"P","92747pr0001a","92747"
"P","973pb0313c01","973c00"
"P","973pb0314c01","973c00"
"P","973pb0315c01","973c00"
"P","3037pb003","3037"
"P","6179px3","6179"
"P","3678bpr11","3678b"
"P","3069bpc4","3069b"
"P","98071pr0002","98071"
"P","3009apb26","3009a"
"T","93549pat06","93549"
"P","973pr1739c01","973c00"
"P","41671pb05","41671"
"P","973pr2874c01","973c00"
"P","2431p00","2431"
"P","98071pr0001","98071"
"P","28849pr0045","28849"
"P","3626cpr1252","3626c"
"P","973pb1024","3814"
"P","973p7q","3814"
"P","973pr2847c01","973c00"
"P","62360pr0001","62360"
"P","6153apb03","6153a"
"P","x772px3","x772"
"P","970c00pr0762","970c00"
"P","973pb1229","3814"
"T","53988pat01","53988"
"P","3626cpr1561","3626c"
"P","95328pr0001","95328"
"P","973pwe","3814"
"P","3626bpr0634","3626b"
"P","973pb0428","3814"
"P","3062bpr42","3062b"
"P","2552p02","2552"
"P","15357pr0001","15357"
"P","4066pb008","4066"
"P","30287pr03","30287"
"P","87606pr0001","87606"
"P","48933pb01","48933"
"P","973pr3532c01","973c00"
