"id","label","title","depth","node.regex","type","part.id","part.name","color.hex","text.color.hex","total.parts","theme.name"
"agamid lizard","agamid lizard","agamid lizard",7,"\b(agamid lizard)\b","animal",NA,NA,NA,NA,NA,NA
"alligator","alligator","alligator",6,"\b(alligator|alligators)\b","animal","18904","Alligator / Crocodile Body New Style","#184632","#FFFFFF",8,"Town"
"alligator","alligator","alligator",6,"\b(alligator|alligators)\b","animal","18905pr0001","Alligator / Crocodile Head Upper Jaw with Yellow Eyes Print","#184632","#FFFFFF",8,"Town"
"alligator","alligator","alligator",6,"\b(alligator|alligators)\b","animal","18906","Alligator / Crocodile Tail with Hole","#184632","#FFFFFF",1,"Super Heroes"
"alligator","alligator","alligator",6,"\b(alligator|alligators)\b","animal","18906","Alligator / Crocodile Tail with Hole","#184632","#FFFFFF",8,"Town"
"alligator","alligator","alligator",6,"\b(alligator|alligators)\b","animal","6026","Alligator / Crocodile Body","#184632","#FFFFFF",2,"Agents"
"alligator","alligator","alligator",6,"\b(alligator|alligators)\b","animal","6026","Alligator / Crocodile Body","#184632","#FFFFFF",2,"Indiana Jones"
"alligator","alligator","alligator",6,"\b(alligator|alligators)\b","animal","6026","Alligator / Crocodile Body","#184632","#FFFFFF",1,"Racers"
"alligator","alligator","alligator",6,"\b(alligator|alligators)\b","animal","6026","Alligator / Crocodile Body","#184632","#FFFFFF",2,"The LEGO Movie"
"alligator","alligator","alligator",6,"\b(alligator|alligators)\b","animal","6026","Alligator / Crocodile Body","#237841","#FFFFFF",2,"4 Juniors"
"alligator","alligator","alligator",6,"\b(alligator|alligators)\b","animal","6026","Alligator / Crocodile Body","#237841","#FFFFFF",1,"Adventurers"
"alligator","alligator","alligator",6,"\b(alligator|alligators)\b","animal","6026","Alligator / Crocodile Body","#237841","#FFFFFF",9,"Pirates"
"alligator","alligator","alligator",6,"\b(alligator|alligators)\b","animal","6026","Alligator / Crocodile Body","#237841","#FFFFFF",3,"Town"
"alsatian","alsatian","alsatian",10,"\b(alsatian|alsatians)\b","animal","92586pr0002","Dog - Alsatian / German Shepherd with Black Eyes Print","#A95500","#FFFFFF",2,"Master Building Academy"
"alsatian","alsatian","alsatian",10,"\b(alsatian|alsatians)\b","animal","92586pr0002","Dog - Alsatian / German Shepherd with Black Eyes Print","#A95500","#FFFFFF",1,"Modular Buildings"
"alsatian","alsatian","alsatian",10,"\b(alsatian|alsatians)\b","animal","92586pr0002","Dog - Alsatian / German Shepherd with Black Eyes Print","#A95500","#FFFFFF",1,"Seasonal"
"alsatian","alsatian","alsatian",10,"\b(alsatian|alsatians)\b","animal","92586pr0003","Dog - Alsatian / German Shepherd with Dalmatian Print","#FFFFFF","#000000",1,"Promotional"
"alsatian","alsatian","alsatian",10,"\b(alsatian|alsatians)\b","animal","92586pr0003","Dog - Alsatian / German Shepherd with Dalmatian Print","#FFFFFF","#000000",1,"Seasonal"
"alsatian","alsatian","alsatian",10,"\b(alsatian|alsatians)\b","animal","92586pr0003","Dog - Alsatian / German Shepherd with Dalmatian Print","#FFFFFF","#000000",3,"Town"
"alsatian","alsatian","alsatian",10,"\b(alsatian|alsatians)\b","animal","92586pr0006","Dog - Alsatian / German Shepherd with Black Eyes, Nose and Fur Print","#CC702A","#FFFFFF",1,"Town"
"alsatian","alsatian","alsatian",10,"\b(alsatian|alsatians)\b","animal","92586pr0007","Dog - Alsatian / German Shepherd With Black Nose and Ears, White Around Mouth","#5A93DB","#FFFFFF",1,"Super Heroes"
"amphibian","amphibian","amphibian",3,"\b(amphibian|amphibians)\b","animal",NA,NA,NA,NA,NA,NA
"anapsid reptile","anapsid reptile","anapsid reptile",4,"\b(anapsid reptile)\b","animal",NA,NA,NA,NA,NA,NA
"angiosperm","angiosperm","angiosperm",3,"\b(angiosperm|angiosperms)\b","plant",NA,NA,NA,NA,NA,NA
"angiospermous tree","angiospermous tree","angiospermous tree",4,"\b(angiospermous tree)\b","plant",NA,NA,NA,NA,NA,NA
"animal","animal","animal",0,"\b(animal|animals)\b","animal","21098pr0002","ANIMAL HEAD NO.15, NO. 2","#A0A5A9","#FFFFFF",2,"Minecraft"
"animal","animal","animal",0,"\b(animal|animals)\b","animal","41703","ANIMAL HEAD, NO. 38","#C91A09","#FFFFFF",1,"Minecraft"
"ant","ant","ant",5,"\b(ant|ants)\b","animal","23714","Ant with Lower Antistud","#0A3463","#FFFFFF",2,"Super Heroes"
"ant","ant","ant",5,"\b(ant|ants)\b","animal","62575pat0001","Ant - Translucent with Marbled Off-Black Pattern","#720E0F","#FFFFFF",8,"Indiana Jones"
"anthropoid ape","anthropoid ape","anthropoid ape",7,"\b(anthropoid ape)\b","animal",NA,NA,NA,NA,NA,NA
"ape","ape","ape",6,"\b(ape|aped|apes|aping)\b","animal",NA,NA,NA,NA,NA,NA
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#237841","#FFFFFF",14,"Belville"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#237841","#FFFFFF",1,"Harry Potter"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#237841","#FFFFFF",1,"LEGO Ideas and CUUSOO"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#237841","#FFFFFF",6,"Ninjago"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#237841","#FFFFFF",8,"Scala"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#237841","#FFFFFF",1,"Seasonal"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#237841","#FFFFFF",3,"Service Packs"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#237841","#FFFFFF",2,"Town"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",1,"Angry Birds"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",15,"Belville"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",9,"Castle"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",1,"Classic"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",2,"Disney Princess"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",8,"Educational and Dacta"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",2,"Elves"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",13,"Friends"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",1,"Gear"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",2,"Indiana Jones"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",3,"Juniors"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",5,"Modular Buildings"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",2,"Ninjago"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",4,"Pirates of the Caribbean"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",3,"Prince of Persia"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",12,"Scala"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",5,"Seasonal"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",4,"Service Packs"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",2,"The Hobbit and Lord of the Rings"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",1,"The LEGO Movie"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",2,"Town"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#4B9F4A","#FFFFFF",2,"Xtra"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#AA7F2E","#FFFFFF",2,"Minecraft"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",7,"Belville"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",2,"Classic"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",1,"Creator"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",2,"Disney"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",4,"Disney Princess"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",6,"Educational and Dacta"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",6,"Elves"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",15,"Friends"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",1,"Harry Potter"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",3,"Juniors"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",5,"Minecraft"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",2,"Ninjago"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",2,"Scala"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",2,"Seasonal"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",1,"Service Packs"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",1,"The LEGO Movie"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",4,"Town"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","33051","Plant, Apple","#C91A09","#FFFFFF",1,"Unikitty!"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","ftfruita1","Plant, Tree Flat Fruit Painted with Painted Apples with solid base (1950's version)","#237841","#FFFFFF",1,"System"
"apple","apple","apple",7,"\b(apple|apples)\b","plant","u9213p01","Plant, Fabuland Tree with Apples Print [3675 / 3682]","#237841","#FFFFFF",2,"Fabuland"
"apple tree","apple tree","apple tree",6,"\b(apple tree)\b","plant",NA,NA,NA,NA,NA,NA
"aquatic bird","aquatic bird","aquatic bird",4,"\b(aquatic bird)\b","animal",NA,NA,NA,NA,NA,NA
"aquatic mammal","aquatic mammal","aquatic mammal",5,"\b(aquatic mammal)\b","animal",NA,NA,NA,NA,NA,NA
"aquatic vertebrate","aquatic vertebrate","aquatic vertebrate",3,"\b(aquatic vertebrate)\b","animal",NA,NA,NA,NA,NA,NA
"arachnid","arachnid","arachnid",3,"\b(arachnid|arachnids)\b","animal",NA,NA,NA,NA,NA,NA
"archosaur","archosaur","archosaur",5,"\b(archosaur)\b","animal",NA,NA,NA,NA,NA,NA
"armored dinosaur","armored dinosaur","armored dinosaur",8,"\b(armored dinosaur)\b","animal",NA,NA,NA,NA,NA,NA
"arthropod","arthropod","arthropod",2,"\b(arthropod|arthropods)\b","animal",NA,NA,NA,NA,NA,NA
"artiodactyl mammal","artiodactyl mammal","artiodactyl mammal",6,"\b(artiodactyl mammal)\b","animal",NA,NA,NA,NA,NA,NA
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",2,"4 Juniors"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",5,"Adventurers"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",5,"Agents"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",2,"Belville"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",4,"Books"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",34,"Castle"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",27,"Creator"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",1,"Dino"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",9,"Disney Princess"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",27,"Educational and Dacta"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",1,"Elves"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",12,"FIRST LEGO League"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",63,"Friends"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",1,"Gear"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",17,"Harry Potter"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",24,"Indiana Jones"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",13,"Juniors"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",11,"Jurassic World"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",38,"Legends of Chima"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",20,"LEGO Brand Store"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",1,"Master Building Academy"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",4,"Modular Buildings"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",2,"Monster Fighters"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",30,"Ninja"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",53,"Ninjago"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",9,"Pharaoh's Quest"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",3,"Pirates"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",15,"Prince of Persia"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",18,"Promotional"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",14,"Racers"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",2,"Scooby-Doo"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",6,"Seasonal"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",4,"SpongeBob SquarePants"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",28,"Star Wars"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",1,"Studios"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",12,"Super Heroes"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",1,"The Hobbit and Lord of the Rings"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",65,"Town"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#237841","#FFFFFF",2,"Universal Building Set"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#6C6E68","#FFFFFF",1,"Prince of Persia"
"bamboo","bamboo","bamboo",4,"\b(bamboo|bamboos)\b","plant","30176","Plant, Round 1 x 1 - 3 Bamboo Leaves","#C91A09","#FFFFFF",4,"Elves"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#6C6E68","#FFFFFF",2,"Mixels"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#6C6E68","#FFFFFF",2,"Nexo Knights"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#AA7F2E","#FFFFFF",7,"Ninjago"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#E4CD9E","#000000",2,"Harry Potter"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",1,"Angry Birds"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",5,"Belville"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",1,"Books"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",1,"Classic"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",4,"Collectible Minifigures"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",1,"Creator"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",1,"Dimensions"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",3,"Disney Princess"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",10,"Educational and Dacta"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",1,"Elves"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",3,"FIRST LEGO League"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",21,"Friends"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",12,"Gear"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",1,"Indiana Jones"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",4,"Juniors"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",18,"Legends of Chima"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",1,"LEGO Brand Store"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",3,"Modular Buildings"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",5,"Nexo Knights"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",9,"Ninjago"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",3,"Overwatch"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",1,"Pirates"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",1,"Power Miners"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",1,"Promotional"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",5,"Scala"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",1,"Seasonal"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",2,"Service Packs"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",5,"Super Heroes"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",1,"The Powerpuff Girls"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",11,"Town"
"banana","banana","banana",3,"\b(banana|bananas)\b","plant","33085","Plant, Banana","#F2CD37","#000000",3,"Xtra"
"basilisk","basilisk","basilisk",8,"\b(basilisk|basilisks)\b","animal","43936","Serpent Basilisk Body Segment","#05131D","#FFFFFF",2,"Agents"
"basilisk","basilisk","basilisk",8,"\b(basilisk|basilisks)\b","animal","43936","Serpent Basilisk Body Segment","#05131D","#FFFFFF",1,"Town"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","15082","Bat Wing with Shaft [Chima Bat Wing]","#05131D","#FFFFFF",2,"Elves"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","15082","Bat Wing with Shaft [Chima Bat Wing]","#05131D","#FFFFFF",6,"Legends of Chima"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","15082","Bat Wing with Shaft [Chima Bat Wing]","#05131D","#FFFFFF",10,"Nexo Knights"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","15082","Bat Wing with Shaft [Chima Bat Wing]","#05131D","#FFFFFF",4,"Ninjago"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","15082","Bat Wing with Shaft [Chima Bat Wing]","#05131D","#FFFFFF",11,"Super Heroes"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","15082","Bat Wing with Shaft [Chima Bat Wing]","#3F3691","#FFFFFF",2,"Books"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","15082","Bat Wing with Shaft [Chima Bat Wing]","#3F3691","#FFFFFF",2,"Classic"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","15082","Bat Wing with Shaft [Chima Bat Wing]","#3F3691","#FFFFFF",2,"Elves"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","15082","Bat Wing with Shaft [Chima Bat Wing]","#3F3691","#FFFFFF",14,"Nexo Knights"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","15082","Bat Wing with Shaft [Chima Bat Wing]","#958A73","#FFFFFF",2,"Harry Potter"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","15082","Bat Wing with Shaft [Chima Bat Wing]","#958A73","#FFFFFF",2,"Ninjago"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","15082","Bat Wing with Shaft [Chima Bat Wing]","#958A73","#FFFFFF",2,"Star Wars"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","15082","Bat Wing with Shaft [Chima Bat Wing]","#ADC3C0","#FFFFFF",2,"Elves"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","15082","Bat Wing with Shaft [Chima Bat Wing]","#F8F184","#000000",9,"Elves"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","30103","Bat","#05131D","#FFFFFF",3,"4 Juniors"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","30103","Bat","#05131D","#FFFFFF",1,"Adventurers"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","30103","Bat","#05131D","#FFFFFF",3,"Belville"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","30103","Bat","#05131D","#FFFFFF",14,"Castle"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","30103","Bat","#05131D","#FFFFFF",1,"Collectible Minifigures"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","30103","Bat","#05131D","#FFFFFF",6,"Educational and Dacta"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","30103","Bat","#05131D","#FFFFFF",3,"Friends"
"bat","bat","bat",5,"\b(bat|bats|batted|batting)\b","animal","30103","Bat","#05131D","#FFFFFF",18,"Gear"
